UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,,,,,,,
P03874,5,24,19,0.155,0.007504,6, nan, mitochondrion,3.595,0,0,0,0,2,1,0,0,1,2,1,0,0,1,4,4,1,0,0,2,0.1,0.1,0.052631579,0.210526316,0.157894737,0.315789474,,,,,,,,,,,,,,,,,,,
P05066,27,50,23,0.1899,0.000316,18, nan, nucleus; mitochondrion,2.908,1,0,0,0,1,1,1,1,3,1,0,4,2,1,2,1,2,0,0,3,0.1,0.1,0.166666667,0.166666667,0.083333333,0.375,,,,,,,,,,,,,,,,,,,
O14455,27,98,71,0.2952,0.000343,54, nan, cytoplasm,2.896,6,0,1,4,2,4,0,1,8,1,0,3,1,0,10,4,2,2,0,1,0.1,0.36,0.22,0.06,0.08,0.18,,,,,,,,,,,,,,,,,,,
P04803,347,377,30,0.2067,0.00613,30, nan, mitochondrion matrix,3.937,4,0,1,2,0,2,2,2,4,2,1,1,1,0,2,2,1,2,0,1,0.1,0.2,0.233333333,0.033333333,0.233333333,0.2,,,,,,,,,,,,,,,,,,,
P04806,457,476,19,0.425,0.000257,78, True, ,4.96,6,0,0,2,0,4,0,2,1,1,0,0,0,0,1,2,0,1,0,0,0.1,0.1,0.5,0,0.2,0.1,1,0,,,,,,,,,,,,,,,,,
P05759,102,149,47,0.2233,0.00268,30, False, nucleus; cytoplasm,3.7,3,0,2,1,0,4,2,0,6,2,0,1,1,0,1,2,1,4,0,0,0.1,0.233333333,0.266666667,0,0.2,0.2,6,3,,,,,,,,,,,,,,,,,
P07248,76,124,48,0.1242,0.000854,6, nan, nucleus,3.018,1,1,1,3,0,2,0,1,5,4,0,3,2,2,7,4,1,2,0,1,0.1,0.3,0.125,0.025,0.175,0.275,,,,,,,,,,,,,,,,,,,
P0CS90,418,524,106,0.476,0.000218,90, True, mitochondrion matrix,3.595,7,0,3,3,0,8,0,3,6,3,0,3,6,2,4,5,5,2,0,0,0.1,0.166666667,0.35,0,0.133333333,0.25,3,0,,,,,,,,,,,,,,,,,
P11746,258,279,21,0.3221,0.01111,66, nan, nucleus,3.465,6,0,0,2,1,0,0,0,0,0,0,2,1,4,0,1,0,0,0,3,0.1,0,0.35,0.2,0,0.35,,,,,,,,,,,,,,,,,,,
P25270,125,192,67,0.1933,0.019301,18, nan, mitochondrion,3.575,1,1,2,2,0,3,1,0,4,6,0,6,1,1,1,4,3,2,0,2,0.1,0.125,0.125,0.05,0.2,0.4,,,,,,,,,,,,,,,,,,,
P25333,193,222,29,0.179,0.000032,18, nan, ,3.403,2,0,1,2,0,2,4,1,5,2,2,2,0,1,1,1,2,2,0,0,0.1,0.2,0.133333333,0,0.233333333,0.333333333,,,,,,,,,,,,,,,,,,,
P28273,7,89,82,0.464,0.00023,90, True, cytoplasm,4.094,3,1,4,1,1,7,1,3,3,4,1,3,4,1,3,2,5,3,0,0,0.1,0.12,0.28,0.02,0.22,0.26,2,0,,,,,,,,,,,,,,,,,
P32190,8,47,39,0.3133,0.018558,66, nan, ,3.892,0,0,2,2,2,0,0,2,3,4,2,0,1,3,5,7,1,3,0,3,0.1,0.2,0.025,0.125,0.275,0.275,,,,,,,,,,,,,,,,,,,
P32471,10,59,49,0.3188,0.020064,66, True, ,3.825,7,0,2,2,3,1,1,1,4,2,0,2,1,3,1,4,3,1,1,1,0.1,0.125,0.225,0.125,0.1,0.325,10,0,,,,,,,,,,,,,,,,,
P32605,4,135,131,0.2147,0.000407,30, nan, nucleus,2.723,4,0,2,5,0,5,1,2,12,3,2,6,5,5,5,6,6,0,0,1,0.1,0.242857143,0.2,0.014285714,0.1,0.342857143,,,,,,,,,,,,,,,,,,,
P32893,180,209,29,0.17,0.000033,18, nan, golgi apparatus; cis-golgi network; cytoplasm,3.783,1,0,1,2,2,0,1,1,2,2,0,3,2,1,2,4,2,3,0,1,0.1,0.133333333,0.1,0.1,0.2,0.366666667,,,,,,,,,,,,,,,,,,,
P33202,126,155,29,0.2467,0.000039,42, True, ,3.727,0,0,0,3,0,4,1,2,0,4,1,0,2,4,4,2,2,1,0,0,0.1,0.133333333,0.2,0,0.266666667,0.3,,,,,,,,,,,,,,,,,,,
P34072,496,555,59,0.2733,0.000913,54, nan, nucleus,3.443,3,0,2,4,2,2,2,5,3,2,4,4,1,3,9,7,6,1,0,0,0.1,0.2,0.1,0.033333333,0.2,0.366666667,,,,,,,,,,,,,,,,,,,
P38109,4,45,41,0.3609,0.002858,66, False, vacuole lumen,4.565,2,0,3,1,5,1,0,1,3,8,0,3,1,3,1,3,2,2,0,1,0.1,0.1,0.1,0.15,0.275,0.275,,,,,,,,,,,,,,,,,,,
P38175,86,175,89,0.2459,0.000797,42, nan, mitochondrion,3.219,5,0,1,7,6,5,1,3,12,2,4,7,2,3,11,6,0,4,0,1,0.1,0.2875,0.15,0.0875,0.1625,0.2125,,,,,,,,,,,,,,,,,,,
P38758,458,515,57,0.4301,0.000798,78, False, late endosome; cytoplasm,4.282,6,1,2,2,0,6,0,1,3,4,0,2,1,0,0,7,2,1,1,1,0.1,0.075,0.325,0.05,0.15,0.3,,,,,,,,,,,,,,,,,,,
P38907,104,268,164,0.2641,0.002135,54, nan, chromosome; centromere; kinetochore; nucleus,3.176,2,0,4,5,2,6,3,7,14,6,1,7,8,4,6,8,3,1,0,3,0.1,0.222222222,0.177777778,0.055555556,0.166666667,0.277777778,,,,,,,,,,,,,,,,,,,
P39945,389,426,37,0.1827,0.006919,18, nan, ,4.173,2,1,1,2,2,2,0,0,4,0,1,2,0,2,1,2,1,6,1,0,0.1,0.166666667,0.133333333,0.1,0.233333333,0.266666667,,,,,,,,,,,,,,,,,,,
P40050,68,101,33,0.1623,0.005875,6, nan, mitochondrion,2.493,0,0,0,3,1,1,2,1,7,4,0,2,0,2,5,2,0,0,0,0,0.1,0.4,0.033333333,0.033333333,0.166666667,0.266666667,,,,,,,,,,,,,,,,,,,
P40052,11,102,91,0.2002,0.000198,30, nan, ,3.882,5,1,8,1,0,6,1,9,4,6,3,9,2,4,5,14,6,2,0,4,0.1,0.1,0.144444444,0.044444444,0.222222222,0.388888889,,,,,,,,,,,,,,,,,,,
P41813,19,235,216,0.222,0.000584,30, nan, cytoplasm; cytosol; nucleus,2.97,7,0,7,5,0,15,3,3,10,6,3,16,8,12,7,8,6,3,0,1,0.1,0.141666667,0.25,0.008333333,0.125,0.375,,,,,,,,,,,,,,,,,,,
P53265,377,398,21,0.3715,0.000029,78, False, ,3.475,1,1,1,1,1,1,0,1,2,0,0,2,1,1,1,0,2,1,2,1,0.1,0.15,0.15,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,
P53742,205,366,161,0.1977,1.00E-06,18, False, nucleus; nucleolus,3.049,3,0,4,4,1,8,2,3,13,3,1,3,6,7,4,7,4,3,2,2,0.1,0.2125,0.2125,0.0625,0.125,0.2875,2,0,,,,,,,,,,,,,,,,,
P53874,491,531,40,0.2304,0.000033,42, False, nucleus; nucleolus; nucleus; chromosome; telomere,3.968,0,2,3,1,0,3,1,2,7,7,0,1,2,2,0,5,2,1,0,1,0.1,0.175,0.125,0.025,0.25,0.325,,,,,,,,,,,,,,,,,,,
P54000,4,105,101,0.3121,0.000153,66, True, nucleus,3.399,3,0,5,3,2,11,1,3,5,9,1,13,1,1,8,9,2,1,0,2,0.1,0.1625,0.1875,0.05,0.175,0.325,2,0,,,,,,,,,,,,,,,,,
P54730,4,76,72,0.2454,0.000162,42, False, cytoplasm; nucleus,2.772,0,0,3,1,3,1,2,0,5,4,0,7,3,4,1,4,2,0,0,0,0.1,0.15,0.1,0.075,0.1,0.475,1,0,,,,,,,,,,,,,,,,,
Q01389,133,234,101,0.1542,0.003173,6, nan, cytoplasm,3.028,3,0,5,1,2,1,3,1,13,4,0,1,1,4,3,7,7,2,0,2,0.1,0.266666667,0.083333333,0.066666667,0.116666667,0.366666667,,,,,,,,,,,,,,,,,,,
Q02939,2,113,111,0.225,0.000893,30, nan, nucleus,3.287,3,0,3,3,2,3,1,1,6,5,1,6,4,5,3,6,3,2,1,2,0.1,0.15,0.166666667,0.083333333,0.15,0.35,,,,,,,,,,,,,,,,,,,
Q04049,396,515,119,0.2154,0.000344,30, nan, nucleus,3.275,2,0,2,4,1,4,1,3,9,2,0,7,1,3,3,7,4,5,0,2,0.1,0.2,0.116666667,0.05,0.166666667,0.366666667,,,,,,,,,,,,,,,,,,,
Q05937,143,199,56,0.2611,0.001562,42, nan, nucleus,2.97,1,1,2,2,1,1,1,3,5,2,0,4,4,1,5,2,3,0,1,1,0.1,0.25,0.15,0.075,0.125,0.3,,,,,,,,,,,,,,,,,,,
Q08226,13,65,52,0.191,0.000392,18, nan, ,3.327,3,1,1,3,1,2,0,2,4,2,0,2,1,2,4,6,2,0,3,1,0.1,0.2,0.15,0.125,0.1,0.325,,,,,,,,,,,,,,,,,,,
Q08748,23,53,30,0.3015,0.006544,54, nan, cytoplasm,4.64,0,0,2,1,1,0,0,3,2,6,0,3,2,0,1,1,3,2,0,3,0.1,0.1,0.066666667,0.133333333,0.366666667,0.233333333,,,,,,,,,,,,,,,,,,,
Q3E785,8,71,63,0.2783,0.001968,54, nan, mitochondrion matrix,2.292,1,0,0,4,1,2,5,0,6,1,0,5,2,1,5,1,3,2,0,1,0.1,0.275,0.125,0.05,0.075,0.375,,,,,,,,,,,,,,,,,,,
Q12194,189,395,206,0.1679,0.019571,18, nan, ,3.47,1,2,6,6,6,1,1,9,14,5,1,11,8,10,3,19,10,4,1,1,0.100840336,0.142857143,0.084033613,0.067226891,0.159663866,0.445378151,,,,,,,,,,,,,,,,,,,
Q12052,7,263,256,0.2033,0.000978,30, nan, nucleus; nucleolus,2.47,3,1,5,6,4,13,4,0,24,3,1,9,6,3,9,12,0,1,1,4,0.100917431,0.302752294,0.201834862,0.082568807,0.04587156,0.266055046,,,,,,,,,,,,,,,,,,,
P05740,15,183,168,0.2544,0.004529,42, True, cytoplasm,2.634,14,0,2,8,0,9,3,2,14,0,0,5,1,7,16,8,4,3,0,3,0.101010101,0.303030303,0.242424242,0.03030303,0.050505051,0.272727273,19,0,,,,,,,,,,,,,,,,,
Q12030,75,194,119,0.1471,0.005715,6, nan, nucleus,3.982,10,0,5,5,2,3,1,4,5,7,1,7,3,13,4,9,5,11,0,4,0.101010101,0.090909091,0.161616162,0.060606061,0.232323232,0.353535354,1,1,,,,,,,,,,,,,,,,,
P54791,379,526,147,0.2028,0.000036,30, nan, nucleus,3.725,7,0,7,2,3,5,0,4,6,7,2,7,4,7,5,10,8,3,0,2,0.101123596,0.123595506,0.179775281,0.056179775,0.179775281,0.359550562,,,,,,,,,,,,,,,,,,,
P36519,138,288,150,0.2589,0.006331,42, nan, mitochondrion,2.83,2,0,3,5,4,12,3,1,10,4,0,5,4,8,5,7,4,0,1,1,0.101265823,0.189873418,0.227848101,0.075949367,0.063291139,0.341772152,,,,,,,,,,,,,,,,,,,
P18480,326,400,74,0.2212,0.006594,30, nan, nucleus,3.474,1,0,6,1,2,2,1,7,9,5,1,4,1,4,4,7,6,0,2,6,0.101449275,0.188405797,0.057971014,0.144927536,0.188405797,0.31884058,,,,,,,,,,,,,,,,,,,
P27692,518,632,114,0.2528,0.000089,42, False, nucleus; mitochondrion; chromosome,3.177,4,0,1,6,0,10,2,2,7,2,1,2,4,7,3,6,10,2,0,0,0.101449275,0.144927536,0.260869565,0,0.101449275,0.391304348,6,0,,,,,,,,,,,,,,,,,
P47147,9,139,130,0.2298,0.01184,42, nan, cytoplasm,3.112,1,0,4,3,1,9,3,2,5,3,0,5,3,7,2,7,7,2,2,3,0.101449275,0.101449275,0.188405797,0.086956522,0.101449275,0.420289855,,,,,,,,,,,,,,,,,,,
P53972,2,143,141,0.1734,0.000414,18, nan, nucleus; nucleolus,2.516,3,0,3,4,0,3,3,1,23,6,0,1,4,3,6,7,0,2,0,0,0.101449275,0.420289855,0.144927536,0,0.130434783,0.202898551,,,,,,,,,,,,,,,,,,,
Q03016,314,387,73,0.224,0.000339,30, False, cytoplasm; endoplasmic reticulum,4.003,10,0,1,6,3,2,2,5,7,5,0,6,2,4,2,9,2,3,0,0,0.101449275,0.130434783,0.202898551,0.043478261,0.188405797,0.333333333,,,,,,,,,,,,,,,,,,,
Q04195,184,318,134,0.2621,0.008956,42, nan, nucleus; bud neck; cytoplasm,2.923,1,0,1,6,3,8,0,2,9,2,1,8,8,5,4,5,4,2,0,0,0.101449275,0.188405797,0.246376812,0.043478261,0.101449275,0.31884058,,,,,,,,,,,,,,,,,,,
P48361,468,744,276,0.1387,0.000413,6, False, cytoplasm,3.25,19,1,11,9,4,11,8,5,24,7,1,15,7,7,7,34,14,4,0,9,0.101522843,0.157360406,0.187817259,0.065989848,0.086294416,0.401015228,,,,,,,,,,,,,,,,,,,
P27895,309,494,185,0.1462,0.000502,6, nan, mitochondrion; cytoplasm; cytoskeleton; spindle,3.586,6,1,6,7,2,11,4,7,17,12,4,11,2,9,4,13,6,4,0,2,0.1015625,0.1640625,0.1484375,0.03125,0.2109375,0.34375,,,,,,,,,,,,,,,,,,,
P43602,16,214,198,0.4376,0.076182,90, nan, ,3.193,4,0,7,6,0,10,0,5,11,11,0,13,12,5,9,29,3,1,0,2,0.1015625,0.15625,0.203125,0.015625,0.1328125,0.390625,,,,,,,,,,,,,,,,,,,
P27692,648,754,106,0.2528,0.000089,42, False, nucleus; mitochondrion; chromosome,3.473,6,0,2,4,0,8,1,2,7,1,0,5,0,3,3,6,6,5,0,0,0.101694915,0.169491525,0.237288136,0,0.13559322,0.355932203,2,0,,,,,,,,,,,,,,,,,
P32481,427,523,96,0.2573,0.000032,42, False, cytoplasm; cytosol,3.203,5,1,2,4,1,6,1,1,9,3,1,2,2,3,6,2,6,2,2,0,0.101694915,0.254237288,0.220338983,0.050847458,0.118644068,0.254237288,9,1,,,,,,,,,,,,,,,,,
P32493,63,138,75,0.1743,0.010885,18, nan, mitochondrion,3.7,3,1,3,3,2,2,1,3,8,5,1,3,3,3,5,5,3,4,0,1,0.101694915,0.220338983,0.13559322,0.050847458,0.220338983,0.271186441,,,,,,,,,,,,,,,,,,,
P36041,88,155,67,0.2186,0.00066,30, False, cytoplasm,3.698,3,0,3,3,1,1,2,1,5,8,3,1,6,2,4,6,2,1,1,6,0.101694915,0.152542373,0.169491525,0.13559322,0.220338983,0.220338983,1,0,,,,,,,,,,,,,,,,,
P38140,222,314,92,0.1789,0.016996,18, nan, nucleus; cytoplasm,3.9,5,0,3,3,2,1,2,2,5,6,0,6,6,2,1,9,1,4,0,1,0.101694915,0.101694915,0.203389831,0.050847458,0.203389831,0.338983051,,,,,,,,,,,,,,,,,,,
P38972,669,738,69,0.389,0.000144,78, False, cytoplasm,4.763,3,0,3,3,1,8,0,5,0,5,1,1,3,4,2,7,5,7,1,0,0.101694915,0.033898305,0.237288136,0.033898305,0.305084746,0.288135593,3,0,,,,,,,,,,,,,,,,,
P49960,21,113,92,0.3817,0.00014,78, nan, nucleus,3.271,7,0,3,3,0,4,4,2,10,6,0,5,1,2,3,3,3,1,0,2,0.101694915,0.220338983,0.203389831,0.033898305,0.152542373,0.288135593,,,,,,,,,,,,,,,,,,,
Q07980,529,587,58,0.3665,0.083772,78, nan, nucleus,3.2,2,1,1,5,0,3,0,3,9,6,2,8,1,3,5,3,5,1,0,1,0.101694915,0.237288136,0.101694915,0.016949153,0.203389831,0.338983051,,,,,,,,,,,,,,,,,,,
P08465,202,354,152,0.2687,0.003991,54, nan, cytoplasm,3.565,7,0,4,7,1,7,1,5,8,4,1,5,2,8,6,22,10,6,0,4,0.101851852,0.12962963,0.148148148,0.046296296,0.148148148,0.425925926,,,,,,,,,,,,,,,,,,,
P38088,27,83,56,0.4961,0.004478,90, False, cytoplasm; mitochondrion matrix,4.243,5,1,4,1,4,6,0,3,2,3,0,3,2,2,4,2,0,3,1,3,0.102040816,0.12244898,0.265306122,0.163265306,0.183673469,0.163265306,10,2,,,,,,,,,,,,,,,,,
P40483,510,694,184,0.318,0.000243,66, True, cytoplasm,3.019,6,0,4,6,3,20,4,2,11,0,0,8,8,4,3,10,4,2,0,3,0.102040816,0.142857143,0.346938776,0.06122449,0.040816327,0.306122449,,,,,,,,,,,,,,,,,,,
P53212,32,101,69,0.4494,0.000067,90, nan, mitochondrion,2.841,3,0,2,3,0,4,1,3,10,2,2,9,0,0,3,4,3,0,0,0,0.102040816,0.265306122,0.142857143,0,0.142857143,0.346938776,,,,,,,,,,,,,,,,,,,
Q01476,413,499,86,0.3479,0.000247,66, True, ,3.729,2,1,1,4,1,3,2,4,0,5,0,5,4,2,4,6,2,0,1,2,0.102040816,0.081632653,0.183673469,0.081632653,0.183673469,0.367346939,,,,,,,,,,,,,,,,,,,
Q03016,1066,1117,51,0.224,0.000339,30, False, cytoplasm; endoplasmic reticulum,3.731,0,1,1,4,4,5,2,1,6,3,0,0,1,4,1,6,5,3,1,1,0.102040816,0.142857143,0.12244898,0.12244898,0.142857143,0.367346939,,,,,,,,,,,,,,,,,,,
Q03214,594,697,103,0.1882,0.004595,18, nan, nucleus,3.848,9,1,5,5,9,8,1,5,9,5,0,7,3,5,1,14,6,0,1,4,0.102040816,0.102040816,0.204081633,0.142857143,0.102040816,0.346938776,,,,,,,,,,,,,,,,,,,
Q06821,349,419,70,0.2071,0.000056,30, nan, ,3.984,1,1,3,2,0,4,2,1,4,4,4,3,3,1,1,8,1,4,1,1,0.102040816,0.102040816,0.163265306,0.040816327,0.265306122,0.326530612,,,,,,,,,,,,,,,,,,,
Q07442,137,237,100,0.1775,2.00E-06,18, False, nucleus; cytoplasm,2.58,2,0,2,3,1,2,2,1,7,1,0,5,4,4,3,7,2,1,0,2,0.102040816,0.204081633,0.163265306,0.06122449,0.06122449,0.408163265,,,,,,,,,,,,,,,,,,,
Q06337,834,931,97,0.194,0.002125,18, nan, nucleus,2.632,5,0,2,7,0,3,3,2,7,5,1,5,6,19,7,11,2,1,0,2,0.102272727,0.159090909,0.159090909,0.022727273,0.102272727,0.454545455,,,,,,,,,,,,,,,,,,,
P22023,355,403,48,0.3063,0.00001,66, nan, endoplasmic reticulum lumen,4.023,1,1,1,3,3,1,0,0,4,9,0,3,1,5,0,4,2,0,0,1,0.102564103,0.102564103,0.076923077,0.102564103,0.230769231,0.384615385,,,,,,,,,,,,,,,,,,,
P22082,11,62,51,0.2192,0.000082,30, nan, nucleus,2.887,1,0,0,4,1,2,2,2,2,2,2,3,2,8,4,1,0,1,0,2,0.102564103,0.153846154,0.128205128,0.076923077,0.179487179,0.358974359,,,,,,,,,,,,,,,,,,,
P23337,600,685,85,0.3408,0.000485,66, nan, ,3.774,6,0,5,3,2,8,0,1,5,7,2,6,5,4,5,5,5,5,0,4,0.102564103,0.128205128,0.243589744,0.076923077,0.192307692,0.256410256,,,,,,,,,,,,,,,,,,,
P33322,54,116,62,0.1269,2.00E-06,6, False, nucleus; nucleolus; chromosome; centromere; cytoplasm; cytoskeleton,3.372,1,1,2,2,0,4,1,2,3,2,0,2,2,2,4,5,2,2,1,1,0.102564103,0.179487179,0.179487179,0.051282051,0.153846154,0.333333333,,,,,,,,,,,,,,,,,,,
P35999,246,310,64,0.2224,0.003466,30, nan, mitochondrion matrix,2.674,1,1,2,2,2,2,1,0,11,0,1,2,0,3,0,4,3,1,1,2,0.102564103,0.282051282,0.076923077,0.128205128,0.051282051,0.358974359,,,,,,,,,,,,,,,,,,,
P36007,7,53,46,0.2032,0.000295,30, nan, ,3.969,3,0,3,1,4,3,0,1,4,3,1,3,0,1,4,2,1,3,0,2,0.102564103,0.205128205,0.153846154,0.153846154,0.205128205,0.179487179,,,,,,,,,,,,,,,,,,,
P39998,8,61,53,0.1523,0.00033,6, nan, cytoplasm; p-body,3.321,4,0,4,0,0,6,0,1,9,3,0,1,0,3,2,2,2,2,0,0,0.102564103,0.282051282,0.256410256,0,0.153846154,0.205128205,,,,,,,,,,,,,,,,,,,
P41805,7,168,161,0.2661,0.000138,54, False, cytoplasm,3.254,4,2,7,1,1,9,2,4,14,4,2,2,3,2,8,5,2,2,1,3,0.102564103,0.282051282,0.205128205,0.064102564,0.153846154,0.192307692,24,2,,,,,,,,,,,,,,,,,
P41921,63,109,46,0.4182,8.00E-06,78, False, cytoplasm,3.838,1,1,1,3,1,2,2,0,3,4,0,2,3,2,1,2,2,4,2,3,0.102564103,0.102564103,0.153846154,0.153846154,0.205128205,0.282051282,3,0,,,,,,,,,,,,,,,,,
P46982,276,337,61,0.0962,0.004557,6, False, golgi apparatus; cis-golgi network,3.726,1,0,2,2,2,2,1,4,3,1,0,4,6,0,2,6,1,2,0,0,0.102564103,0.128205128,0.230769231,0.051282051,0.179487179,0.307692308,1,1,,,,,,,,,,,,,,,,,
P47032,24,66,42,0.4729,0.160644,90, nan, secreted,4.033,6,0,0,4,0,2,2,0,0,0,0,1,2,2,1,2,11,5,0,1,0.102564103,0.025641026,0.256410256,0.025641026,0.128205128,0.461538462,,,,,,,,,,,,,,,,,,,
P53749,18,62,44,0.317,0.033055,66, nan, nucleus,2.692,0,1,3,1,0,3,0,4,11,2,0,4,1,0,6,1,0,1,0,1,0.102564103,0.435897436,0.102564103,0.025641026,0.179487179,0.153846154,,,,,,,,,,,,,,,,,,,
Q00539,165,239,74,0.169,0.000023,18, nan, ,3.044,2,0,2,2,1,6,2,0,4,1,1,3,2,3,1,4,4,1,0,0,0.102564103,0.128205128,0.256410256,0.025641026,0.076923077,0.41025641,,,,,,,,,,,,,,,,,,,
Q04116,133,172,39,0.2157,0.04957,30, nan, nucleus,3.444,5,0,1,3,3,0,1,1,7,2,0,1,3,1,3,2,5,1,0,0,0.102564103,0.256410256,0.205128205,0.076923077,0.102564103,0.256410256,,,,,,,,,,,,,,,,,,,
Q12494,632,672,40,0.2358,0.000076,42, nan, cytoplasm,3.726,0,1,2,2,1,1,4,3,5,5,1,4,1,2,0,6,0,1,0,0,0.102564103,0.128205128,0.051282051,0.025641026,0.256410256,0.435897436,,,,,,,,,,,,,,,,,,,
Q03083,8,162,154,0.1158,0.000574,6, nan, ,3.443,0,1,4,7,1,10,3,4,20,14,2,3,7,1,5,16,5,1,1,2,0.102803738,0.23364486,0.158878505,0.037383178,0.196261682,0.271028037,,,,,,,,,,,,,,,,,,,
P00958,198,307,109,0.3928,0.000329,78, True, cytoplasm,3.582,3,0,4,3,2,8,2,4,5,6,0,6,1,4,3,3,7,1,1,5,0.102941176,0.117647059,0.176470588,0.117647059,0.161764706,0.323529412,4,0,,,,,,,,,,,,,,,,,
P09032,399,519,120,0.2824,0.000239,54, False, cytoplasm; cytosol,3.312,6,0,2,5,2,10,2,3,9,0,3,4,4,5,2,4,3,2,0,2,0.102941176,0.161764706,0.294117647,0.058823529,0.117647059,0.264705882,1,0,,,,,,,,,,,,,,,,,
P39714,175,314,139,0.4286,0.000806,78, True, cytoplasm,3.671,1,1,2,5,2,15,3,3,11,2,3,0,5,1,2,6,1,4,1,0,0.102941176,0.191176471,0.308823529,0.044117647,0.176470588,0.176470588,,,,,,,,,,,,,,,,,,,
P49704,223,345,122,0.2643,0.026522,54, nan, nucleus,3.224,6,2,2,5,0,8,5,2,8,6,0,4,2,4,6,6,1,1,0,0,0.102941176,0.205882353,0.235294118,0,0.132352941,0.323529412,,,,,,,,,,,,,,,,,,,
P53219,58,184,126,0.3303,0.002272,66, nan, mitochondrion,3.371,2,0,2,5,1,8,5,1,7,6,1,6,5,1,4,7,3,4,0,0,0.102941176,0.161764706,0.220588235,0.014705882,0.176470588,0.323529412,,,,,,,,,,,,,,,,,,,
Q07993,159,297,138,0.2527,0.071503,42, nan, ,3.725,5,1,1,6,2,18,2,3,7,3,1,1,4,3,2,4,4,1,0,0,0.102941176,0.132352941,0.397058824,0.029411765,0.117647059,0.220588235,,,,,,,,,,,,,,,,,,,
Q08231,322,446,124,0.3703,0.019317,78, nan, nucleus envelope,3.412,2,1,1,6,3,5,1,5,7,4,2,6,4,7,4,2,5,1,1,1,0.102941176,0.161764706,0.161764706,0.073529412,0.176470588,0.323529412,,,,,,,,,,,,,,,,,,,
P31376,55,170,115,0.2259,0.012072,30, False, nucleus,3.776,6,1,3,7,1,6,1,3,7,7,3,4,8,3,7,12,7,6,1,4,0.103092784,0.144329897,0.206185567,0.06185567,0.195876289,0.288659794,,,,,,,,,,,,,,,,,,,
P38738,82,330,248,0.2601,0.00009,42, nan, cytoplasm,3.53,7,0,9,10,6,7,7,11,14,12,2,25,14,2,3,30,16,3,1,5,0.10326087,0.092391304,0.152173913,0.065217391,0.152173913,0.434782609,,,,,,,,,,,,,,,,,,,
P06244,66,167,101,0.3346,0.001153,66, False, nucleus; cytoplasm,3.474,3,0,2,4,1,5,3,4,4,4,1,2,1,7,6,3,3,3,0,2,0.103448276,0.172413793,0.155172414,0.051724138,0.206896552,0.310344828,,,,,,,,,,,,,,,,,,,
P11154,224,344,120,0.3885,0.000387,78, True, cytoplasm,3.536,4,1,2,4,2,5,2,3,4,0,0,4,4,5,6,1,3,7,0,1,0.103448276,0.172413793,0.224137931,0.051724138,0.172413793,0.275862069,1,0,,,,,,,,,,,,,,,,,
P14736,448,491,43,0.322,0.007935,66, nan, nucleus; cytoplasm,3.362,0,2,2,1,0,4,1,1,7,2,0,0,1,2,1,1,1,2,0,1,0.103448276,0.275862069,0.172413793,0.034482759,0.172413793,0.24137931,,,,,,,,,,,,,,,,,,,
P21771,36,64,28,0.2151,0.000791,30, nan, mitochondrion,3.286,5,0,2,1,1,0,0,0,7,2,0,1,0,3,2,1,2,2,0,0,0.103448276,0.310344828,0.172413793,0.034482759,0.137931034,0.24137931,,,,,,,,,,,,,,,,,,,
P28240,476,550,74,0.5204,0.070195,90, nan, secreted; extracellular space; extracellular matrix; cytoplasm; vacuole,3.936,8,0,5,1,1,8,2,1,5,4,2,2,0,5,2,2,4,4,1,1,0.103448276,0.120689655,0.275862069,0.051724138,0.189655172,0.25862069,,,,,,,,,,,,,,,,,,,
P32797,730,873,143,0.1673,5.00E-06,18, False, chromosome; telomere,3.28,8,0,3,6,2,3,4,1,4,9,0,4,6,11,7,11,6,1,0,1,0.103448276,0.126436782,0.195402299,0.034482759,0.126436782,0.413793103,,,,,,,,,,,,,,,,,,,
P32896,611,641,30,0.1743,0.000118,18, nan, ,4.259,0,0,3,0,1,2,0,1,1,6,1,4,4,1,0,1,1,1,0,2,0.103448276,0.034482759,0.206896552,0.103448276,0.310344828,0.24137931,,,,,,,,,,,,,,,,,,,
P36151,248,351,103,0.3079,0.001085,66, True, mitochondrion,3.943,4,0,3,3,1,8,1,1,9,6,0,3,1,2,0,5,4,5,1,1,0.103448276,0.155172414,0.224137931,0.051724138,0.206896552,0.25862069,1,0,,,,,,,,,,,,,,,,,
P38885,57,133,76,0.2299,0.016765,42, nan, mitochondrion,3.871,7,1,4,2,2,5,1,3,9,2,0,0,2,3,1,7,2,3,2,2,0.103448276,0.172413793,0.24137931,0.103448276,0.137931034,0.24137931,,,,,,,,,,,,,,,,,,,
P39113,72,104,32,0.8455,0.73097,90, nan, nucleus,3.262,2,1,2,1,1,2,0,1,4,2,0,0,1,2,5,3,1,1,0,0,0.103448276,0.310344828,0.172413793,0.034482759,0.137931034,0.24137931,,,,,,,,,,,,,,,,,,,
