UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,
P25577,34,249,215,0.3772,0.008307,78, nan, ,3.279,4,2,12,6,3,7,1,2,6,1,1,8,9,4,6,14,6,8,2,6,0.166666667,0.111111111,0.185185185,0.101851852,0.111111111,0.324074074,,,,,,,,,,,,,
P38632,12,163,151,0.1221,0.009318,6, nan, cytoplasm; nucleus,3.177,4,1,11,6,0,3,3,5,9,6,1,9,7,7,2,9,8,3,1,4,0.171717172,0.111111111,0.141414141,0.050505051,0.151515152,0.373737374,,,,,,,,,,,,,
Q02685,6,83,77,0.2141,0.005218,30, nan, nucleus; cytoplasm,4.232,4,0,7,4,1,2,0,6,5,6,1,2,3,3,2,5,6,5,0,1,0.174603175,0.111111111,0.142857143,0.031746032,0.285714286,0.253968254,,,,,,,,,,,,,
Q99296,1,75,74,0.0955,0.005078,6, nan, ,3.486,3,0,8,3,0,4,2,4,4,5,3,4,2,5,3,4,3,2,1,3,0.174603175,0.111111111,0.142857143,0.063492063,0.222222222,0.285714286,,,,,,,,,,,,,
P32333,7,80,73,0.2547,1.00E-06,42, False, nucleus; mitochondrion,3.404,3,0,5,3,0,4,2,1,3,2,1,1,4,2,2,4,2,3,2,1,0.177777778,0.111111111,0.244444444,0.066666667,0.155555556,0.244444444,,,,,,,,,,,,,
Q12154,136,187,51,0.3297,0.000492,66, False, golgi apparatus; cytoplasm; endoplasmic reticulum,3.92,2,0,3,5,2,3,2,2,3,6,2,1,2,2,2,2,5,1,0,0,0.177777778,0.111111111,0.155555556,0.044444444,0.244444444,0.266666667,2,0,,,,,,,,,,,
P25554,4,76,72,0.2122,0.000444,30, nan, nucleus,3.381,0,0,6,4,2,0,1,0,3,9,2,7,1,6,3,4,1,3,1,1,0.185185185,0.111111111,0.018518519,0.074074074,0.259259259,0.351851852,,,,,,,,,,,,,
P12954,605,670,65,0.1458,0.000045,6, nan, nucleus,4.003,3,1,2,10,4,5,2,6,5,4,0,4,3,0,2,6,2,3,0,1,0.19047619,0.111111111,0.174603175,0.079365079,0.206349206,0.238095238,,,,,,,,,,,,,
P38239,4,39,35,0.1163,0.001602,6, nan, ,2.836,0,0,1,6,1,4,1,1,0,2,0,1,0,8,4,3,1,2,0,1,0.194444444,0.111111111,0.111111111,0.055555556,0.138888889,0.388888889,,,,,,,,,,,,,
P53840,1068,1127,59,0.1801,0.001451,18, nan, nucleus,3.264,2,0,3,4,2,6,0,1,2,0,1,3,0,1,2,4,3,1,0,1,0.194444444,0.111111111,0.222222222,0.083333333,0.083333333,0.305555556,,,,,,,,,,,,,
P41910,3,61,58,0.2511,0.000269,42, nan, nucleus; cytoplasm,3.689,2,2,6,5,2,1,1,3,4,5,0,5,0,3,2,2,6,3,0,2,0.203703704,0.111111111,0.055555556,0.074074074,0.203703704,0.351851852,,,,,,,,,,,,,
P20485,540,576,36,0.3211,0.000042,66, nan, cytoplasm,3.856,1,0,3,3,2,4,0,2,2,2,1,1,0,0,1,2,1,0,0,2,0.222222222,0.111111111,0.185185185,0.148148148,0.185185185,0.148148148,,,,,,,,,,,,,
P38829,26,60,34,0.3544,0.002153,66, nan, ,3.733,1,0,3,3,0,2,1,2,2,4,0,1,0,2,1,3,1,1,0,0,0.222222222,0.111111111,0.111111111,0,0.259259259,0.296296296,,,,,,,,,,,,,
Q12367,3,49,46,0.2374,0.000357,42, nan, ,4.009,1,0,3,7,2,5,0,3,2,7,0,0,0,4,3,1,2,2,1,2,0.222222222,0.111111111,0.133333333,0.111111111,0.266666667,0.155555556,,,,,,,,,,,,,
Q12163,109,190,81,0.2632,0.000215,54, True, cytoplasm,2.989,2,0,4,9,1,6,2,3,3,3,0,5,2,3,3,3,2,1,0,2,0.240740741,0.111111111,0.185185185,0.055555556,0.12962963,0.277777778,2,1,,,,,,,,,,,
Q06543,3,254,251,0.3863,0.001682,78, nan, ,2.842,4,1,15,12,2,12,1,2,9,5,4,10,6,8,3,6,5,1,1,1,0.25,0.111111111,0.203703704,0.037037037,0.111111111,0.287037037,,,,,,,,,,,,,
P32849,78,115,37,0.1427,0.001598,6, nan, nucleus; cytoplasm,3.285,0,0,1,6,1,2,1,2,2,2,1,1,2,1,1,3,1,0,0,0,0.259259259,0.111111111,0.148148148,0.037037037,0.185185185,0.259259259,,,,,,,,,,,,,
Q03433,93,131,38,0.229,0.005063,30, nan, nucleus,3.126,0,0,4,3,2,1,0,1,0,3,0,3,2,1,3,2,2,0,0,0,0.259259259,0.111111111,0.111111111,0.074074074,0.148148148,0.296296296,,,,,,,,,,,,,
P40060,23,111,88,0.2508,0.000595,42, nan, nucleus,3.799,4,0,8,11,0,2,0,4,5,9,1,1,3,2,3,5,6,4,1,3,0.263888889,0.111111111,0.125,0.055555556,0.25,0.194444444,,,,,,,,,,,,,
P22108,74,309,235,0.4811,0.000779,90, nan, nucleus; cytoplasm,3.079,3,1,15,14,4,9,2,1,10,5,2,6,8,6,2,8,5,6,1,0,0.268518519,0.111111111,0.185185185,0.046296296,0.12962963,0.259259259,,,,,,,,,,,,,
P38222,1,253,252,0.1983,0.000244,18, nan, nucleus,2.973,6,1,17,19,4,13,9,2,9,7,1,8,4,0,5,12,4,3,0,2,0.285714286,0.111111111,0.182539683,0.047619048,0.103174603,0.26984127,,,,,,,,,,,,,
P25344,39,100,61,0.1664,0.00399,18, nan, ,3.103,0,1,7,5,0,2,0,2,2,2,1,2,2,2,2,1,3,2,0,0,0.333333333,0.111111111,0.111111111,0,0.194444444,0.25,,,,,,,,,,,,,
Q02892,459,496,37,0.2124,0.000631,30, False, nucleus; nucleolus,2.914,3,0,5,10,2,2,0,3,3,0,0,2,0,0,1,2,0,0,1,2,0.416666667,0.111111111,0.138888889,0.138888889,0.083333333,0.111111111,,,,,,,,,,,,,
P53114,285,989,704,0.2167,0.001152,30, nan, nucleus,2.875,9,2,30,32,5,19,4,9,22,8,3,35,10,17,11,47,15,9,0,9,0.209459459,0.111486486,0.128378378,0.047297297,0.097972973,0.405405405,,,,,,,,,,,,,
P25368,13,226,213,0.1302,0.000945,6, nan, nucleus; nucleolus,3.354,9,0,13,13,6,5,6,3,13,8,1,10,5,7,2,11,10,7,0,5,0.194029851,0.111940299,0.141791045,0.082089552,0.141791045,0.328358209,,,,,,,,,,,,,
Q05635,10,288,278,0.3928,0.000195,78, nan, nucleus,3.031,6,1,12,16,2,10,2,4,12,5,1,14,6,4,3,17,14,3,0,2,0.208955224,0.111940299,0.164179104,0.029850746,0.097014925,0.388059701,,,,,,,,,,,,,
P36123,210,518,308,0.3238,0.000064,66, True, cytoplasm,3.266,11,1,16,15,4,13,3,5,10,6,2,5,14,3,5,10,6,1,1,3,0.231343284,0.111940299,0.28358209,0.059701493,0.104477612,0.208955224,1,0,,,,,,,,,,,
P38888,593,794,201,0.3465,0.007405,66, nan, endoplasmic reticulum lumen,3.544,7,1,8,9,4,10,6,7,6,8,2,8,8,3,7,9,7,1,1,4,0.146551724,0.112068966,0.215517241,0.077586207,0.155172414,0.293103448,,,,,,,,,,,,,
P53974,20,561,541,0.3112,0.00142,66, nan, cytoplasm; cytoskeleton; actin patch,3.449,19,0,21,17,11,17,11,13,25,25,7,37,21,25,15,49,23,12,0,8,0.106741573,0.112359551,0.16011236,0.053370787,0.16011236,0.407303371,,,,,,,,,,,,,
P34228,333,523,190,0.2037,0.000178,30, nan, nucleus,3.265,1,2,4,8,2,6,1,3,3,4,0,3,8,6,6,10,7,2,1,3,0.15,0.1125,0.1875,0.075,0.1125,0.3625,,,,,,,,,,,,,
P06169,365,555,190,0.3812,0.000081,78, False, nucleus; cytoplasm,2.849,2,0,6,8,1,16,1,1,7,3,0,5,3,8,2,6,6,1,2,2,0.175,0.1125,0.2625,0.0625,0.0625,0.325,82,1,,,,,,,,,,,
P40856,612,766,154,0.2566,0.007289,42, False, ,2.848,2,0,6,11,2,7,2,1,5,2,2,10,1,2,3,5,5,3,1,1,0.23943662,0.112676056,0.14084507,0.056338028,0.112676056,0.338028169,1,0,,,,,,,,,,,
P43573,8,117,109,0.1866,4.00E-06,18, False, cytoplasm,2.594,0,0,9,15,1,6,2,1,6,4,1,7,0,2,2,5,5,2,0,3,0.338028169,0.112676056,0.084507042,0.056338028,0.112676056,0.295774648,,,,,,,,,,,,,
P38821,220,484,264,0.5211,0.002719,90, True, cytoplasm; vacuole lumen,3.643,11,2,10,13,4,16,4,6,9,12,1,9,4,5,6,12,5,2,0,2,0.172932331,0.112781955,0.233082707,0.045112782,0.157894737,0.278195489,3,0,,,,,,,,,,,
P48365,293,469,176,0.2728,0.000629,54, nan, cytoplasm,3.133,7,1,19,14,5,6,0,3,8,12,0,14,2,10,7,7,6,4,3,5,0.248120301,0.112781955,0.112781955,0.097744361,0.142857143,0.285714286,,,,,,,,,,,,,
P32767,7,1071,1064,0.4137,0.000046,78, True, nucleus envelope,2.796,18,1,36,40,4,30,9,13,31,13,3,43,20,40,13,39,24,9,0,4,0.194871795,0.112820513,0.174358974,0.020512821,0.097435897,0.4,4,0,,,,,,,,,,,
P38972,3,1356,1353,0.389,0.000144,78, False, cytoplasm,2.872,21,1,35,50,2,78,5,7,33,8,2,24,20,20,10,33,21,5,1,5,0.223097113,0.112860892,0.312335958,0.020997375,0.057742782,0.272965879,76,3,,,,,,,,,,,
P34232,14,110,96,0.2691,0.000172,54, nan, nucleus,3.452,7,2,3,1,2,4,1,3,4,1,0,8,3,9,3,3,5,3,0,0,0.064516129,0.112903226,0.225806452,0.032258065,0.112903226,0.451612903,,,,,,,,,,,,,
P32893,486,558,72,0.17,0.000033,18, nan, golgi apparatus; cis-golgi network; cytoplasm,4.227,3,0,3,4,1,7,1,5,4,7,1,4,3,1,3,3,3,4,0,5,0.112903226,0.112903226,0.209677419,0.096774194,0.274193548,0.193548387,,,,,,,,,,,,,
P07269,333,409,76,0.3083,0.00004,66, nan, nucleus,3.534,3,0,6,3,3,5,1,2,4,5,0,7,2,3,3,5,4,3,1,2,0.14516129,0.112903226,0.161290323,0.096774194,0.161290323,0.322580645,,,,,,,,,,,,,
P07342,92,253,161,0.1089,0.000085,6, False, mitochondrion,3.06,3,0,8,3,1,14,2,1,3,3,0,4,2,2,4,6,6,0,0,0,0.177419355,0.112903226,0.306451613,0.016129032,0.064516129,0.322580645,6,2,,,,,,,,,,,
P24482,597,677,80,0.1753,1.00E-06,18, nan, nucleus; cytoplasm,3.666,2,2,5,2,2,3,2,1,2,4,1,2,3,2,4,5,6,2,1,2,0.132075472,0.113207547,0.150943396,0.094339623,0.150943396,0.358490566,,,,,,,,,,,,,
Q03362,5,211,206,0.0413,0.001993,6, nan, endoplasmic reticulum,3.977,6,1,7,7,1,9,3,4,7,14,0,4,6,4,5,3,14,6,1,4,0.132075472,0.113207547,0.198113208,0.056603774,0.226415094,0.273584906,,,,,,,,,,,,,
Q03782,377,489,112,0.1751,0.004574,18, nan, nucleus,2.772,2,0,3,4,1,4,2,3,5,1,1,10,1,6,1,5,1,1,0,2,0.132075472,0.113207547,0.132075472,0.056603774,0.113207547,0.452830189,,,,,,,,,,,,,
P25390,1212,1313,101,0.3776,0.009409,78, nan, ,4.043,7,0,5,3,0,6,0,4,1,3,2,3,1,2,5,3,3,3,1,1,0.150943396,0.113207547,0.264150943,0.037735849,0.226415094,0.20754717,,,,,,,,,,,,,
P53125,509,565,56,0.3205,0.004728,66, nan, nucleus,4.151,3,0,7,2,3,1,2,5,3,6,2,6,1,1,3,3,1,3,0,1,0.169811321,0.113207547,0.094339623,0.075471698,0.301886792,0.245283019,,,,,,,,,,,,,
Q12517,135,221,86,0.1991,0.000368,30, nan, cytoplasm; p-body,3.43,1,1,4,7,1,4,2,3,5,3,0,6,2,1,1,3,2,4,1,2,0.20754717,0.113207547,0.132075472,0.075471698,0.188679245,0.283018868,,,,,,,,,,,,,
P06777,584,638,54,0.1969,0.000061,18, nan, nucleus,3.33,3,0,6,10,2,4,1,3,5,3,1,4,0,3,1,3,1,3,0,0,0.301886792,0.113207547,0.132075472,0.037735849,0.188679245,0.226415094,,,,,,,,,,,,,
Q03862,10,278,268,0.27,0.000092,54, False, nucleus; cytoplasm,3.538,9,1,6,12,1,21,3,6,11,13,1,7,8,13,6,13,13,3,1,2,0.12,0.113333333,0.253333333,0.026666667,0.153333333,0.333333333,10,1,,,,,,,,,,,
Q06629,235,453,218,0.2815,0.000159,54, False, nucleus,3.367,4,1,16,12,2,5,5,5,13,15,1,13,6,11,4,11,6,9,3,8,0.186666667,0.113333333,0.1,0.086666667,0.2,0.313333333,,,,,,,,,,,,,
Q06211,1308,1358,50,0.19,0.004169,18, nan, nucleus,4.234,5,0,4,0,1,1,0,5,3,2,1,1,3,3,2,5,3,2,0,3,0.090909091,0.113636364,0.204545455,0.090909091,0.227272727,0.272727273,,,,,,,,,,,,,
P38911,14,57,43,0.0965,0.000963,6, False, nucleus; nucleolus,4.277,4,0,2,4,0,0,0,6,2,2,2,3,6,0,3,1,5,3,0,1,0.136363636,0.113636364,0.227272727,0.022727273,0.295454545,0.204545455,,,,,,,,,,,,,
Q07379,8,324,316,0.2727,0.003664,54, nan, ,3.439,9,4,7,13,1,21,3,3,8,9,2,6,7,6,7,13,8,1,1,3,0.151515152,0.113636364,0.28030303,0.037878788,0.113636364,0.303030303,,,,,,,,,,,,,
P08638,188,659,471,0.1973,0.000026,18, nan, nucleus,3.259,8,2,11,16,5,19,2,6,13,5,2,16,6,6,7,33,8,4,0,7,0.153409091,0.113636364,0.1875,0.068181818,0.096590909,0.380681818,,,,,,,,,,,,,
P45978,7,76,69,0.2114,0.000023,30, False, cytoplasm; p-body; cytoplasm; stress granule,3.577,0,0,2,6,0,5,0,3,4,4,0,4,3,0,1,4,3,2,1,2,0.181818182,0.113636364,0.181818182,0.068181818,0.204545455,0.25,1,0,,,,,,,,,,,
P50264,8,503,495,0.6238,0.013868,90, False, ,2.793,5,1,18,17,2,26,7,2,12,8,1,18,9,15,8,14,7,6,0,0,0.198863636,0.113636364,0.227272727,0.011363636,0.096590909,0.352272727,,,,,,,,,,,,,
Q02875,745,825,80,0.2351,0.000268,42, nan, cytoplasm,2.673,0,0,4,8,0,2,0,2,2,2,1,3,3,3,3,7,3,0,0,1,0.272727273,0.113636364,0.113636364,0.022727273,0.113636364,0.363636364,,,,,,,,,,,,,
P40454,3,316,313,0.3131,0.000032,66, nan, nucleus; cytoplasm,3.111,5,0,12,11,1,18,9,1,5,5,1,1,14,4,9,8,10,6,1,2,0.18699187,0.113821138,0.300813008,0.032520325,0.105691057,0.260162602,,,,,,,,,,,,,
P32862,985,1081,96,0.2615,0.000028,42, nan, cytoplasm; nucleus,4.39,3,1,4,3,3,3,1,10,8,6,5,4,1,6,1,6,9,3,0,2,0.088607595,0.113924051,0.088607595,0.063291139,0.303797468,0.341772152,,,,,,,,,,,,,
P00445,2,149,147,0.9444,0.561246,90, False, cytoplasm; mitochondrion intermembrane space,3.557,5,0,4,9,2,18,0,1,9,1,0,4,6,2,0,7,4,7,0,0,0.164556962,0.113924051,0.367088608,0.025316456,0.113924051,0.215189873,32,10,,,,,,,,,,,
P38145,1,220,219,0.495,0.009799,90, True, ,3.407,2,0,8,10,2,19,3,8,9,7,0,9,4,8,4,9,6,4,0,2,0.157894737,0.114035088,0.219298246,0.035087719,0.166666667,0.307017544,1,0,,,,,,,,,,,
P32473,39,362,323,0.2047,0.000082,30, False, mitochondrion matrix,3.178,5,0,11,17,3,21,1,2,10,5,3,1,9,4,3,5,5,2,1,6,0.245614035,0.114035088,0.307017544,0.087719298,0.105263158,0.140350877,25,7,,,,,,,,,,,
P38304,39,82,43,0.2306,0.005697,42, nan, nucleus,4.32,2,0,1,1,0,0,1,0,1,8,1,1,0,3,3,5,4,2,1,1,0.057142857,0.114285714,0.057142857,0.057142857,0.314285714,0.4,,,,,,,,,,,,,
Q03063,398,435,37,0.2219,0.002676,30, nan, nucleus,4.369,1,1,0,3,2,1,1,3,3,3,2,3,1,1,1,6,0,2,1,0,0.085714286,0.114285714,0.085714286,0.085714286,0.285714286,0.342857143,,,,,,,,,,,,,
P39014,521,637,116,0.2279,0.012119,30, nan, nucleus; cytoplasm,3.913,2,5,4,3,4,11,4,1,5,5,2,2,1,5,3,3,6,3,1,0,0.1,0.114285714,0.2,0.071428571,0.157142857,0.357142857,,,,,,,,,,,,,
P46970,1002,1045,43,0.2487,0.000031,42, True, cytoplasm; nucleus,3.683,2,0,3,2,0,2,2,1,2,2,2,2,1,3,2,2,2,4,0,1,0.142857143,0.114285714,0.142857143,0.028571429,0.257142857,0.314285714,,,,,,,,,,,,,
P53892,278,327,49,0.159,0.004739,6, nan, cytoplasm; cytoskeleton; spindle pole,3.34,0,2,1,5,2,1,1,1,1,1,0,4,2,0,3,4,1,2,1,3,0.171428571,0.114285714,0.085714286,0.171428571,0.114285714,0.342857143,,,,,,,,,,,,,
Q04183,3,197,194,0.1751,0.001039,18, False, golgi apparatus; cis-golgi network,3.246,5,0,9,9,4,7,5,3,9,6,0,5,9,4,3,10,12,2,0,3,0.171428571,0.114285714,0.2,0.066666667,0.104761905,0.342857143,,,,,,,,,,,,,
P60010,8,370,362,0.3177,0.00029,66, False, cytoplasm; cytoskeleton,3.036,8,0,11,16,1,25,5,2,10,2,3,3,6,9,6,17,10,4,0,2,0.192857143,0.114285714,0.278571429,0.021428571,0.078571429,0.314285714,55,0,,,,,,,,,,,
P33307,10,865,855,0.4061,0.000184,78, False, nucleus; cytoplasm,2.778,17,0,30,40,1,23,4,9,21,15,1,36,23,22,15,30,23,5,0,0,0.222222222,0.114285714,0.2,0.003174603,0.095238095,0.365079365,7,1,,,,,,,,,,,
P20433,106,217,111,0.3246,0.000063,66, False, cytoplasm; cytoplasm; p-body; nucleus,2.733,4,0,10,10,2,5,2,1,5,3,1,7,2,3,3,6,4,1,0,1,0.285714286,0.114285714,0.157142857,0.042857143,0.085714286,0.314285714,2,0,,,,,,,,,,,
P29547,270,407,137,0.3283,5.00E-06,66, True, nucleus; cytoplasm,2.182,2,0,9,9,1,6,1,0,5,0,1,9,6,1,2,3,3,0,1,2,0.295081967,0.114754098,0.229508197,0.06557377,0.016393443,0.278688525,3,1,,,,,,,,,,,
P38217,396,912,516,0.3712,0.000034,78, True, nucleus; nucleus; nuclear pore complex; cytoplasm,2.973,12,1,24,26,2,17,5,7,17,7,4,15,12,9,7,18,16,4,2,4,0.23923445,0.114832536,0.196172249,0.038277512,0.105263158,0.306220096,6,0,,,,,,,,,,,
Q00684,432,518,86,0.0626,0.000691,6, False, bud neck; nucleus; nucleolus; cytoplasm,3.072,5,0,8,5,0,3,2,6,5,1,2,16,4,2,5,13,6,3,0,1,0.149425287,0.114942529,0.137931034,0.011494253,0.137931034,0.448275862,1,1,,,,,,,,,,,
P40851,6,247,241,0.3783,0.002499,78, nan, bud neck,3.351,4,1,4,10,4,9,4,6,13,6,0,12,8,3,0,13,11,1,0,4,0.123893805,0.115044248,0.185840708,0.07079646,0.115044248,0.389380531,,,,,,,,,,,,,
P17442,900,1171,271,0.2617,0.000013,42, True, nucleus; cytoplasm,3.082,2,3,10,11,4,14,2,3,8,4,2,11,5,8,5,11,6,3,1,0,0.185840708,0.115044248,0.185840708,0.044247788,0.10619469,0.362831858,1,0,,,,,,,,,,,
Q05583,4,325,321,0.3793,0.008539,78, False, nucleus; cytoplasm,2.994,4,2,17,23,2,15,1,2,9,5,1,5,0,3,4,6,4,6,0,4,0.353982301,0.115044248,0.168141593,0.053097345,0.123893805,0.185840708,1,0,,,,,,,,,,,
Q00684,10,368,358,0.0626,0.000691,6, False, bud neck; nucleus; nucleolus; cytoplasm,2.968,11,1,13,16,2,18,6,2,10,6,0,10,6,8,6,10,6,3,0,5,0.208633094,0.115107914,0.251798561,0.050359712,0.079136691,0.294964029,1,1,,,,,,,,,,,
P18480,136,169,33,0.2212,0.006594,30, nan, nucleus,3.508,3,0,0,0,0,0,0,2,2,1,0,3,1,9,1,0,1,3,0,0,0,0.115384615,0.153846154,0,0.230769231,0.5,,,,,,,,,,,,,
Q03764,84,114,30,0.3156,0.001857,66, nan, cytoplasm,3.942,2,0,2,0,1,0,0,1,3,5,0,2,2,3,0,3,0,0,0,2,0.076923077,0.115384615,0.153846154,0.115384615,0.230769231,0.307692308,,,,,,,,,,,,,
Q12416,177,204,27,0.2419,0.010642,42, nan, nucleus; cytoplasm,4.223,1,0,1,1,0,1,1,1,1,6,0,2,1,1,2,1,4,1,0,1,0.076923077,0.115384615,0.115384615,0.038461538,0.307692308,0.346153846,,,,,,,,,,,,,
P20436,95,131,36,0.1934,0.000115,18, True, nucleus,4.219,1,0,1,2,1,4,0,0,1,4,1,2,0,0,2,1,1,2,0,3,0.115384615,0.115384615,0.192307692,0.153846154,0.269230769,0.153846154,1,0,,,,,,,,,,,
Q08952,198,271,73,0.3361,0.004693,66, nan, mitochondrion,4.06,1,1,2,5,2,10,2,1,3,5,1,0,2,1,3,3,2,4,2,2,0.134615385,0.115384615,0.25,0.115384615,0.211538462,0.173076923,,,,,,,,,,,,,
P36775,60,86,26,0.3528,0.00005,66, True, mitochondrion matrix,3.169,3,0,2,2,4,0,3,0,1,1,1,0,1,5,2,0,0,0,0,1,0.153846154,0.115384615,0.153846154,0.192307692,0.076923077,0.307692308,,,,,,,,,,,,,
Q03067,56,88,32,0.2666,0.006233,54, nan, nucleus,2.958,2,1,2,2,0,2,1,1,1,2,0,3,0,4,2,2,0,0,0,1,0.153846154,0.115384615,0.153846154,0.038461538,0.115384615,0.423076923,,,,,,,,,,,,,
Q08412,101,136,35,0.3441,7.00E-06,66, True, cytoplasm,3.912,4,0,1,3,1,1,0,1,3,3,0,2,2,2,0,1,0,1,0,1,0.153846154,0.115384615,0.269230769,0.076923077,0.192307692,0.192307692,2,0,,,,,,,,,,,
P11792,166,220,54,0.2572,0.000047,42, True, ,3.935,6,0,4,6,2,3,0,4,2,2,0,1,4,1,4,4,4,3,0,2,0.192307692,0.115384615,0.25,0.076923077,0.173076923,0.192307692,,,,,,,,,,,,,
P34162,3,208,205,0.2081,0.002863,30, True, nucleus,3.356,13,0,10,10,2,10,1,1,5,2,2,6,6,1,7,16,8,4,0,0,0.192307692,0.115384615,0.278846154,0.019230769,0.086538462,0.307692308,,,,,,,,,,,,,
P38339,467,658,191,0.2244,9.00E-06,30, True, cytoplasm,3.058,7,0,10,7,1,4,2,1,6,2,3,6,7,3,3,9,2,3,0,2,0.217948718,0.115384615,0.230769231,0.038461538,0.115384615,0.282051282,1,0,,,,,,,,,,,
Q12321,528,564,36,0.2307,0.00004,42, nan, nucleus,4.265,0,1,4,3,0,0,0,4,3,2,0,0,0,2,0,2,1,3,0,1,0.269230769,0.115384615,0,0.038461538,0.346153846,0.230769231,,,,,,,,,,,,,
P32642,5,108,103,0.328,0.000092,66, nan, ,2.81,6,0,6,9,0,1,0,2,5,1,0,3,2,5,1,4,5,1,1,0,0.288461538,0.115384615,0.173076923,0.019230769,0.076923077,0.326923077,,,,,,,,,,,,,
P40522,192,386,194,0.2682,0.021175,54, nan, nucleus; cytoplasm,3.612,9,0,6,5,3,4,3,5,6,5,3,6,5,6,5,12,6,2,0,4,0.115789474,0.115789474,0.189473684,0.073684211,0.157894737,0.347368421,,,,,,,,,,,,,
Q07395,14,615,601,0.3229,0.000183,66, True, nucleus; cytoplasm,2.687,14,0,28,28,2,20,4,7,22,5,3,33,12,20,8,32,11,6,0,4,0.216216216,0.115830116,0.177606178,0.023166023,0.081081081,0.386100386,2,1,,,,,,,,,,,
Q12027,5,373,368,0.2551,0.005812,42, nan, ,3.309,5,3,14,6,7,20,9,5,12,9,3,15,9,7,7,14,12,2,1,4,0.12195122,0.115853659,0.207317073,0.073170732,0.115853659,0.365853659,,,,,,,,,,,,,
P38138,177,939,762,0.2501,0.000012,42, nan, endoplasmic reticulum,2.839,7,0,24,21,6,33,12,3,19,9,3,30,12,7,8,16,13,6,0,4,0.193133047,0.115879828,0.223175966,0.042918455,0.090128755,0.334763948,,,,,,,,,,,,,
P39538,99,814,715,0.3439,0.000083,66, True, ,2.864,11,3,44,39,4,27,7,9,28,11,9,34,23,14,12,27,19,10,1,13,0.24057971,0.115942029,0.176811594,0.052173913,0.113043478,0.301449275,1,0,,,,,,,,,,,
Q06821,11,192,181,0.2071,0.000056,30, nan, ,3.791,3,0,6,5,3,5,4,5,6,12,0,8,9,9,7,15,4,9,1,1,0.098214286,0.116071429,0.151785714,0.044642857,0.232142857,0.357142857,,,,,,,,,,,,,
P40048,505,665,160,0.1997,0.001103,30, nan, cytoplasm,3.865,2,0,7,7,3,10,4,6,8,13,1,6,3,4,5,17,8,5,0,3,0.125,0.116071429,0.133928571,0.053571429,0.223214286,0.348214286,,,,,,,,,,,,,
P16370,16,250,234,0.3166,0.000947,66, True, nucleus,3.004,8,0,15,16,4,9,4,3,10,2,2,6,4,6,3,6,4,5,2,3,0.276785714,0.116071429,0.1875,0.080357143,0.107142857,0.232142857,6,0,,,,,,,,,,,
P24279,243,567,324,0.2923,0.000948,54, False, nucleus,3.633,11,0,17,12,6,24,5,7,10,13,4,13,8,9,13,16,15,11,0,4,0.146464646,0.116161616,0.217171717,0.050505051,0.176767677,0.292929293,,,,,,,,,,,,,
Q06639,272,880,608,0.1897,0.000327,18, nan, nucleus,3.035,11,1,17,28,7,9,5,13,23,7,0,33,9,14,5,36,14,7,0,2,0.186721992,0.116182573,0.12033195,0.037344398,0.112033195,0.427385892,,,,,,,,,,,,,
P38426,988,1051,63,0.3504,0.000716,66, True, cytoplasm,3.751,0,1,2,2,3,4,2,2,4,4,0,4,2,1,1,5,3,1,0,2,0.093023256,0.11627907,0.139534884,0.11627907,0.162790698,0.372093023,2,1,,,,,,,,,,,
P35177,1173,1226,53,0.1858,0.000201,18, nan, nucleus,3.551,5,0,3,2,0,2,0,0,4,4,2,3,1,2,1,7,5,0,1,1,0.11627907,0.11627907,0.186046512,0.046511628,0.139534884,0.395348837,,,,,,,,,,,,,
Q08581,306,348,42,0.3378,0.000023,66, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; chromosome; centromere; kinetochore; chromosome; centromere,3.523,1,0,1,4,1,0,2,3,4,6,1,6,0,5,1,4,1,1,0,2,0.11627907,0.11627907,0.023255814,0.069767442,0.255813953,0.418604651,,,,,,,,,,,,,
P32588,331,407,76,0.2455,0.000045,42, True, cytoplasm; stress granule; nucleus; cytoplasm; p-body; cytoplasm,3.43,4,0,3,3,2,4,1,2,2,1,0,4,4,2,3,1,3,2,0,2,0.139534884,0.11627907,0.279069767,0.093023256,0.11627907,0.255813953,5,0,,,,,,,,,,,
P39935,409,459,50,0.2007,0.000226,30, False, cytoplasm; stress granule; cytoplasm; p-body; cytoplasm,3.981,1,0,2,4,2,3,2,3,5,4,0,2,3,1,0,2,3,3,0,3,0.139534884,0.11627907,0.162790698,0.11627907,0.23255814,0.23255814,1,0,,,,,,,,,,,
Q06098,44,437,393,0.2087,0.000636,30, nan, ,3.353,9,1,11,13,1,14,6,6,14,8,0,15,9,6,6,29,11,9,1,3,0.139534884,0.11627907,0.186046512,0.029069767,0.13372093,0.395348837,,,,,,,,,,,,,
